close,color,current_close,high,low,open,prev_close,symbol,timestamp,volume
116916.66,red,116916.66,116936.27,116916.65,116936.26,116936.26,BTCUSDT,2025-09-19 10:46:51,1.44589
116916.65,red,116916.65,116936.27,116916.65,116936.26,116936.26,BTCUSDT,2025-09-19 10:46:52,1.46004
116916.66,red,116916.66,116936.27,116916.65,116936.26,116936.26,BTCUSDT,2025-09-19 10:46:53,1.46062
116916.66,red,116916.66,116936.27,116916.65,116936.26,116936.26,BTCUSDT,2025-09-19 10:46:55,1.46077
116916.66,red,116916.66,116936.27,116916.65,116936.26,116936.26,BTCUSDT,2025-09-19 10:46:56,1.46077
116916.66,red,116916.66,116936.27,116916.65,116936.26,116936.26,BTCUSDT,2025-09-19 10:46:57,1.47801
116916.66,red,116916.66,116936.27,116916.65,116936.26,116936.26,BTCUSDT,2025-09-19 10:46:59,1.47801
116916.66,red,116916.66,116916.66,116916.66,116916.66,116916.66,BTCUSDT,2025-09-19 10:47:00,0.0
116916.66,red,116916.66,116916.66,116916.65,116916.66,116916.66,BTCUSDT,2025-09-19 10:47:01,0.01057
116916.66,red,116916.66,116916.66,116916.65,116916.66,116916.66,BTCUSDT,2025-09-19 10:47:03,0.01423
116916.66,red,116916.66,116916.66,116916.65,116916.66,116916.66,BTCUSDT,2025-09-19 10:47:04,0.01823
116916.66,red,116916.66,116916.66,116916.65,116916.66,116916.66,BTCUSDT,2025-09-19 10:47:05,0.03253
116916.66,red,116916.66,116916.66,116916.65,116916.66,116916.66,BTCUSDT,2025-09-19 10:47:06,0.03291
116916.66,red,116916.66,116916.66,116916.65,116916.66,116916.66,BTCUSDT,2025-09-19 10:47:08,0.03562
116916.65,red,116916.65,116916.66,116916.65,116916.66,116916.66,BTCUSDT,2025-09-19 10:47:09,0.07544
116916.65,red,116916.65,116916.66,116916.65,116916.66,116916.66,BTCUSDT,2025-09-19 10:47:10,0.16987
116916.66,red,116916.66,116916.66,116916.65,116916.66,116916.66,BTCUSDT,2025-09-19 10:47:11,0.17404
116916.66,red,116916.66,116916.66,116916.65,116916.66,116916.66,BTCUSDT,2025-09-19 10:47:13,0.18692
116916.65,red,116916.65,116916.66,116916.65,116916.66,116916.66,BTCUSDT,2025-09-19 10:47:14,0.24772
116916.65,red,116916.65,116916.66,116916.65,116916.66,116916.66,BTCUSDT,2025-09-19 10:47:15,0.24865
116916.65,red,116916.65,116916.66,116916.65,116916.66,116916.66,BTCUSDT,2025-09-19 10:47:16,0.25144
116916.66,red,116916.66,116916.66,116916.65,116916.66,116916.66,BTCUSDT,2025-09-19 10:47:18,0.2531
116916.66,red,116916.66,116916.66,116916.65,116916.66,116916.66,BTCUSDT,2025-09-19 10:47:19,0.25568
116916.66,red,116916.66,116916.66,116916.65,116916.66,116916.66,BTCUSDT,2025-09-19 10:47:20,0.25781
116916.66,red,116916.66,116916.66,116916.65,116916.66,116916.66,BTCUSDT,2025-09-19 10:47:22,0.27988
116916.65,red,116916.65,116916.66,116916.65,116916.66,116916.66,BTCUSDT,2025-09-19 10:47:23,0.29138
116916.66,red,116916.66,116916.66,116916.65,116916.66,116916.66,BTCUSDT,2025-09-19 10:47:24,1.31796
116919.89,green,116919.89,116919.89,116916.65,116916.66,116916.66,BTCUSDT,2025-09-19 10:47:25,2.99593
116919.88,green,116919.88,116919.89,116916.65,116916.66,116916.66,BTCUSDT,2025-09-19 10:47:27,3.59948
116919.89,green,116919.89,116919.89,116916.65,116916.66,116916.66,BTCUSDT,2025-09-19 10:47:28,3.59954
116923.69,green,116923.69,116923.69,116916.65,116916.66,116916.66,BTCUSDT,2025-09-19 10:47:29,4.07964
116923.69,green,116923.69,116923.69,116916.65,116916.66,116916.66,BTCUSDT,2025-09-19 10:47:31,4.08164
116923.7,green,116923.7,116923.7,116916.65,116916.66,116916.66,BTCUSDT,2025-09-19 10:47:32,4.08429
116931.25,green,116931.25,116931.25,116916.65,116916.66,116916.66,BTCUSDT,2025-09-19 10:47:33,4.82835
116931.25,green,116931.25,116931.25,116916.65,116916.66,116916.66,BTCUSDT,2025-09-19 10:47:34,4.95566
116934.95,green,116934.95,116934.95,116916.65,116916.66,116916.66,BTCUSDT,2025-09-19 10:47:36,5.39759
116934.95,green,116934.95,116934.95,116916.65,116916.66,116916.66,BTCUSDT,2025-09-19 10:47:37,5.4019
116934.94,green,116934.94,116934.95,116916.65,116916.66,116916.66,BTCUSDT,2025-09-19 10:47:38,5.44327
116934.94,green,116934.94,116934.95,116916.65,116916.66,116916.66,BTCUSDT,2025-09-19 10:47:40,5.47517
116934.95,green,116934.95,116934.95,116916.65,116916.66,116916.66,BTCUSDT,2025-09-19 10:47:41,5.47541
116934.95,green,116934.95,116934.95,116916.65,116916.66,116916.66,BTCUSDT,2025-09-19 10:47:42,5.47609
116934.95,green,116934.95,116934.95,116916.65,116916.66,116916.66,BTCUSDT,2025-09-19 10:47:43,5.47992
116934.94,green,116934.94,116934.95,116916.65,116916.66,116916.66,BTCUSDT,2025-09-19 10:47:45,5.59279
116934.94,green,116934.94,116934.95,116916.65,116916.66,116916.66,BTCUSDT,2025-09-19 10:47:46,5.59321
116934.95,green,116934.95,116934.95,116916.65,116916.66,116916.66,BTCUSDT,2025-09-19 10:47:47,5.61308
116934.94,green,116934.94,116934.95,116916.65,116916.66,116916.66,BTCUSDT,2025-09-19 10:47:48,5.6135
116934.94,green,116934.94,116934.95,116916.65,116916.66,116916.66,BTCUSDT,2025-09-19 10:47:50,5.61613
116934.94,green,116934.94,116934.95,116916.65,116916.66,116916.66,BTCUSDT,2025-09-19 10:47:51,5.62537
116934.94,green,116934.94,116934.95,116916.65,116916.66,116916.66,BTCUSDT,2025-09-19 10:47:52,5.62537
116934.94,green,116934.94,116934.95,116916.65,116916.66,116916.66,BTCUSDT,2025-09-19 10:47:54,5.6921
116934.95,green,116934.95,116934.95,116916.65,116916.66,116916.66,BTCUSDT,2025-09-19 10:47:55,6.60551
116934.94,green,116934.94,116934.95,116916.65,116916.66,116916.66,BTCUSDT,2025-09-19 10:47:56,6.61326
116934.94,green,116934.94,116934.95,116916.65,116916.66,116916.66,BTCUSDT,2025-09-19 10:47:57,6.61915
116934.94,green,116934.94,116934.95,116916.65,116916.66,116916.66,BTCUSDT,2025-09-19 10:47:59,6.62601
116934.94,green,116934.94,116934.95,116916.65,116916.66,116916.66,BTCUSDT,2025-09-19 10:48:00,6.64601
116934.95,red,116934.95,116934.95,116934.95,116934.95,116934.95,BTCUSDT,2025-09-19 10:48:01,0.01172
116934.94,red,116934.94,116934.95,116934.94,116934.95,116934.95,BTCUSDT,2025-09-19 10:48:03,0.04511
116934.95,red,116934.95,116934.95,116934.94,116934.95,116934.95,BTCUSDT,2025-09-19 10:48:04,0.04524
116934.94,red,116934.94,116934.95,116934.94,116934.95,116934.95,BTCUSDT,2025-09-19 10:48:06,0.09609
116934.94,red,116934.94,116934.95,116934.94,116934.95,116934.95,BTCUSDT,2025-09-19 10:48:07,0.09609
116934.95,red,116934.95,116934.95,116934.94,116934.95,116934.95,BTCUSDT,2025-09-19 10:48:08,0.11634
116934.95,red,116934.95,116934.95,116934.94,116934.95,116934.95,BTCUSDT,2025-09-19 10:48:10,0.16833
116934.95,red,116934.95,116934.95,116934.94,116934.95,116934.95,BTCUSDT,2025-09-19 10:48:11,0.16851
116934.94,red,116934.94,116934.95,116934.94,116934.95,116934.95,BTCUSDT,2025-09-19 10:48:12,0.17081
116934.94,red,116934.94,116934.95,116934.94,116934.95,116934.95,BTCUSDT,2025-09-19 10:48:14,0.17483
116934.94,red,116934.94,116934.95,116934.94,116934.95,116934.95,BTCUSDT,2025-09-19 10:48:15,0.21627
116934.94,red,116934.94,116934.95,116934.94,116934.95,116934.95,BTCUSDT,2025-09-19 10:48:16,0.21627
116934.94,red,116934.94,116934.95,116934.94,116934.95,116934.95,BTCUSDT,2025-09-19 10:48:17,0.21633
116934.94,red,116934.94,116934.95,116934.94,116934.95,116934.95,BTCUSDT,2025-09-19 10:48:19,0.2939
116934.95,red,116934.95,116934.95,116934.94,116934.95,116934.95,BTCUSDT,2025-09-19 10:48:20,0.31626
116934.95,red,116934.95,116934.95,116934.94,116934.95,116934.95,BTCUSDT,2025-09-19 10:48:21,0.32052
116934.95,red,116934.95,116934.95,116934.94,116934.95,116934.95,BTCUSDT,2025-09-19 10:48:23,0.3274
116934.95,red,116934.95,116934.95,116934.94,116934.95,116934.95,BTCUSDT,2025-09-19 10:48:24,1.13848
116934.95,red,116934.95,116934.95,116934.94,116934.95,116934.95,BTCUSDT,2025-09-19 10:48:25,1.14075
116934.94,red,116934.94,116934.95,116934.94,116934.95,116934.95,BTCUSDT,2025-09-19 10:48:26,1.21153
116934.94,red,116934.94,116934.95,116934.94,116934.95,116934.95,BTCUSDT,2025-09-19 10:48:28,1.21741
116934.94,red,116934.94,116934.95,116934.94,116934.95,116934.95,BTCUSDT,2025-09-19 10:48:29,1.28006
116934.95,red,116934.95,116934.95,116934.94,116934.95,116934.95,BTCUSDT,2025-09-19 10:48:30,1.28011
116934.94,red,116934.94,116934.95,116934.94,116934.95,116934.95,BTCUSDT,2025-09-19 10:48:31,1.53878
116934.94,red,116934.94,116934.95,116934.94,116934.95,116934.95,BTCUSDT,2025-09-19 10:48:33,1.54271
116934.95,red,116934.95,116934.95,116934.94,116934.95,116934.95,BTCUSDT,2025-09-19 10:48:34,1.54364
116934.94,red,116934.94,116934.95,116934.94,116934.95,116934.95,BTCUSDT,2025-09-19 10:48:35,1.54436
116934.94,red,116934.94,116934.95,116934.94,116934.95,116934.95,BTCUSDT,2025-09-19 10:48:37,1.55189
116934.94,red,116934.94,116934.95,116934.94,116934.95,116934.95,BTCUSDT,2025-09-19 10:48:38,1.55528
116934.95,red,116934.95,116934.95,116934.94,116934.95,116934.95,BTCUSDT,2025-09-19 10:48:39,2.22517
116934.95,red,116934.95,116934.95,116934.94,116934.95,116934.95,BTCUSDT,2025-09-19 10:48:40,2.227
116934.95,red,116934.95,116934.95,116934.94,116934.95,116934.95,BTCUSDT,2025-09-19 10:48:42,2.25956
116934.95,red,116934.95,116934.95,116934.94,116934.95,116934.95,BTCUSDT,2025-09-19 10:48:43,2.2634
116934.95,red,116934.95,116934.95,116934.94,116934.95,116934.95,BTCUSDT,2025-09-19 10:48:44,2.2634
116934.95,red,116934.95,116934.95,116934.94,116934.95,116934.95,BTCUSDT,2025-09-19 10:48:46,2.26577
116934.95,red,116934.95,116934.95,116934.94,116934.95,116934.95,BTCUSDT,2025-09-19 10:48:47,2.26617
116934.95,red,116934.95,116934.95,116934.94,116934.95,116934.95,BTCUSDT,2025-09-19 10:48:48,2.27245
116934.94,red,116934.94,116934.95,116934.94,116934.95,116934.95,BTCUSDT,2025-09-19 10:48:49,2.32855
116934.95,red,116934.95,116934.95,116934.94,116934.95,116934.95,BTCUSDT,2025-09-19 10:48:51,2.32925
116934.95,red,116934.95,116934.95,116934.94,116934.95,116934.95,BTCUSDT,2025-09-19 10:48:52,2.33901
116934.94,red,116934.94,116934.95,116934.94,116934.95,116934.95,BTCUSDT,2025-09-19 10:48:53,2.35178
116934.94,red,116934.94,116934.95,116934.94,116934.95,116934.95,BTCUSDT,2025-09-19 10:48:55,2.35253
116934.95,red,116934.95,116934.95,116934.94,116934.95,116934.95,BTCUSDT,2025-09-19 10:48:56,2.35268
116934.95,red,116934.95,116934.95,116934.94,116934.95,116934.95,BTCUSDT,2025-09-19 10:48:57,2.3546
116934.95,red,116934.95,116934.95,116934.94,116934.95,116934.95,BTCUSDT,2025-09-19 10:48:58,2.35638
116934.94,red,116934.94,116934.95,116934.94,116934.95,116934.95,BTCUSDT,2025-09-19 10:49:00,2.37595
116934.95,red,116934.95,116934.95,116934.94,116934.95,116934.95,BTCUSDT,2025-09-19 10:49:01,0.04626
116934.94,red,116934.94,116934.95,116934.94,116934.95,116934.95,BTCUSDT,2025-09-19 10:49:02,0.08115
116934.94,red,116934.94,116934.95,116934.94,116934.95,116934.95,BTCUSDT,2025-09-19 10:49:04,0.13766
116934.95,red,116934.95,116934.95,116934.94,116934.95,116934.95,BTCUSDT,2025-09-19 10:49:05,0.13772
116934.94,red,116934.94,116934.95,116934.94,116934.95,116934.95,BTCUSDT,2025-09-19 10:49:06,0.14611
116934.94,red,116934.94,116934.95,116934.94,116934.95,116934.95,BTCUSDT,2025-09-19 10:49:07,0.16456
116934.95,red,116934.95,116934.95,116934.94,116934.95,116934.95,BTCUSDT,2025-09-19 10:49:09,0.16462
116934.94,red,116934.94,116934.95,116934.94,116934.95,116934.95,BTCUSDT,2025-09-19 10:49:10,0.17212
116934.94,red,116934.94,116934.95,116934.94,116934.95,116934.95,BTCUSDT,2025-09-19 10:49:11,0.17212
116934.94,red,116934.94,116934.95,116934.94,116934.95,116934.95,BTCUSDT,2025-09-19 10:49:12,0.20821
116934.95,red,116934.95,116934.95,116934.94,116934.95,116934.95,BTCUSDT,2025-09-19 10:49:14,0.21248
116934.94,red,116934.94,116934.95,116934.94,116934.95,116934.95,BTCUSDT,2025-09-19 10:49:15,0.21368
116934.94,red,116934.94,116934.95,116934.94,116934.95,116934.95,BTCUSDT,2025-09-19 10:49:16,0.31232
116934.94,red,116934.94,116934.95,116934.94,116934.95,116934.95,BTCUSDT,2025-09-19 10:49:18,0.3154
116934.94,red,116934.94,116934.95,116934.94,116934.95,116934.95,BTCUSDT,2025-09-19 10:49:19,0.3807
116934.94,red,116934.94,116934.95,116934.94,116934.95,116934.95,BTCUSDT,2025-09-19 10:49:20,0.38533
116934.94,red,116934.94,116934.95,116934.94,116934.95,116934.95,BTCUSDT,2025-09-19 10:49:21,0.38533
116934.95,red,116934.95,116934.95,116934.94,116934.95,116934.95,BTCUSDT,2025-09-19 10:49:23,0.72682
116934.95,red,116934.95,116934.95,116934.94,116934.95,116934.95,BTCUSDT,2025-09-19 10:49:24,0.74007
116934.94,red,116934.94,116934.95,116934.94,116934.95,116934.95,BTCUSDT,2025-09-19 10:49:25,0.74233
116934.94,red,116934.94,116934.95,116934.94,116934.95,116934.95,BTCUSDT,2025-09-19 10:49:26,0.74233
116934.94,red,116934.94,116934.95,116934.94,116934.95,116934.95,BTCUSDT,2025-09-19 10:49:28,0.75064
116928.95,red,116928.95,116934.95,116928.94,116934.95,116934.95,BTCUSDT,2025-09-19 10:49:29,0.95066
116928.94,red,116928.94,116934.95,116928.94,116934.95,116934.95,BTCUSDT,2025-09-19 10:49:30,0.95526
116928.94,red,116928.94,116934.95,116928.94,116934.95,116934.95,BTCUSDT,2025-09-19 10:49:32,0.96563
116928.94,red,116928.94,116934.95,116928.94,116934.95,116934.95,BTCUSDT,2025-09-19 10:49:33,0.96563
116928.95,red,116928.95,116934.95,116928.94,116934.95,116934.95,BTCUSDT,2025-09-19 10:49:34,1.2577
116928.94,red,116928.94,116934.95,116928.94,116934.95,116934.95,BTCUSDT,2025-09-19 10:49:35,1.26166
116928.94,red,116928.94,116934.95,116928.94,116934.95,116934.95,BTCUSDT,2025-09-19 10:49:37,1.26694
116928.94,red,116928.94,116934.95,116928.94,116934.95,116934.95,BTCUSDT,2025-09-19 10:49:38,1.2691
116928.94,red,116928.94,116934.95,116928.94,116934.95,116934.95,BTCUSDT,2025-09-19 10:49:39,1.27925
116928.94,red,116928.94,116934.95,116928.94,116934.95,116934.95,BTCUSDT,2025-09-19 10:49:41,1.32484
116928.94,red,116928.94,116934.95,116928.94,116934.95,116934.95,BTCUSDT,2025-09-19 10:49:42,1.35492
116928.94,red,116928.94,116934.95,116928.94,116934.95,116934.95,BTCUSDT,2025-09-19 10:49:43,1.35884
116928.94,red,116928.94,116934.95,116928.94,116934.95,116934.95,BTCUSDT,2025-09-19 10:49:45,1.35928
116928.94,red,116928.94,116934.95,116928.94,116934.95,116934.95,BTCUSDT,2025-09-19 10:49:46,1.3822
116928.95,red,116928.95,116934.95,116928.94,116934.95,116934.95,BTCUSDT,2025-09-19 10:49:47,1.38507
116928.95,red,116928.95,116934.95,116928.94,116934.95,116934.95,BTCUSDT,2025-09-19 10:49:48,1.3864
116928.95,red,116928.95,116934.95,116928.94,116934.95,116934.95,BTCUSDT,2025-09-19 10:49:50,1.38931
116928.95,red,116928.95,116934.95,116928.94,116934.95,116934.95,BTCUSDT,2025-09-19 10:49:51,1.42037
116928.94,red,116928.94,116934.95,116928.94,116934.95,116934.95,BTCUSDT,2025-09-19 10:49:52,1.42208
116928.95,red,116928.95,116934.95,116928.94,116934.95,116934.95,BTCUSDT,2025-09-19 10:49:53,1.42546
116928.94,red,116928.94,116934.95,116928.94,116934.95,116934.95,BTCUSDT,2025-09-19 10:49:55,1.46204
116928.94,red,116928.94,116934.95,116928.94,116934.95,116934.95,BTCUSDT,2025-09-19 10:49:56,1.46542
116928.95,red,116928.95,116934.95,116928.94,116934.95,116934.95,BTCUSDT,2025-09-19 10:49:58,1.47182
116928.94,red,116928.94,116934.95,116928.94,116934.95,116934.95,BTCUSDT,2025-09-19 10:49:59,1.47642
116928.94,red,116928.94,116928.94,116928.94,116928.94,116928.94,BTCUSDT,2025-09-19 10:50:00,0.002
116928.95,green,116928.95,116928.95,116928.94,116928.94,116928.94,BTCUSDT,2025-09-19 10:50:02,0.00597
116928.95,green,116928.95,116928.95,116928.94,116928.94,116928.94,BTCUSDT,2025-09-19 10:50:03,0.00884
116928.95,green,116928.95,116928.95,116928.94,116928.94,116928.94,BTCUSDT,2025-09-19 10:50:04,0.00972
116928.95,green,116928.95,116928.95,116928.94,116928.94,116928.94,BTCUSDT,2025-09-19 10:50:06,0.01227
116928.95,green,116928.95,116928.95,116928.94,116928.94,116928.94,BTCUSDT,2025-09-19 10:50:07,0.01536
116928.95,green,116928.95,116928.95,116928.94,116928.94,116928.94,BTCUSDT,2025-09-19 10:50:08,0.01586
116928.94,red,116928.94,116928.95,116928.94,116928.94,116928.94,BTCUSDT,2025-09-19 10:50:09,0.02568
116928.94,red,116928.94,116928.95,116928.94,116928.94,116928.94,BTCUSDT,2025-09-19 10:50:11,0.02827
116928.95,green,116928.95,116928.95,116928.94,116928.94,116928.94,BTCUSDT,2025-09-19 10:50:12,0.02884
116928.94,red,116928.94,116928.95,116928.94,116928.94,116928.94,BTCUSDT,2025-09-19 10:50:13,0.04889
116928.95,green,116928.95,116928.95,116928.94,116928.94,116928.94,BTCUSDT,2025-09-19 10:50:15,0.05103
116928.94,red,116928.94,116928.95,116928.94,116928.94,116928.94,BTCUSDT,2025-09-19 10:50:16,0.20782
116928.95,green,116928.95,116928.95,116928.94,116928.94,116928.94,BTCUSDT,2025-09-19 10:50:17,0.20917
116928.95,green,116928.95,116928.95,116928.94,116928.94,116928.94,BTCUSDT,2025-09-19 10:50:18,0.21208
116928.95,green,116928.95,116928.95,116928.94,116928.94,116928.94,BTCUSDT,2025-09-19 10:50:20,0.21531
116928.94,red,116928.94,116928.95,116928.94,116928.94,116928.94,BTCUSDT,2025-09-19 10:50:21,0.25342
116928.94,red,116928.94,116928.95,116928.94,116928.94,116928.94,BTCUSDT,2025-09-19 10:50:22,0.2622
116928.94,red,116928.94,116928.95,116928.94,116928.94,116928.94,BTCUSDT,2025-09-19 10:50:24,0.26507
116928.94,red,116928.94,116928.95,116928.94,116928.94,116928.94,BTCUSDT,2025-09-19 10:50:25,0.26507
116928.95,green,116928.95,116928.95,116928.94,116928.94,116928.94,BTCUSDT,2025-09-19 10:50:26,0.26704
116928.94,red,116928.94,116928.95,116928.94,116928.94,116928.94,BTCUSDT,2025-09-19 10:50:27,0.27012
116928.94,red,116928.94,116928.95,116928.94,116928.94,116928.94,BTCUSDT,2025-09-19 10:50:29,0.28685
116928.94,red,116928.94,116928.95,116928.94,116928.94,116928.94,BTCUSDT,2025-09-19 10:50:30,0.28873
116928.94,red,116928.94,116928.95,116928.94,116928.94,116928.94,BTCUSDT,2025-09-19 10:50:31,0.28881
116919.26,red,116919.26,116928.95,116919.25,116928.94,116928.94,BTCUSDT,2025-09-19 10:50:33,1.0272
116919.26,red,116919.26,116928.95,116919.25,116928.94,116928.94,BTCUSDT,2025-09-19 10:50:34,1.0272
116919.25,red,116919.25,116928.95,116919.25,116928.94,116928.94,BTCUSDT,2025-09-19 10:50:35,1.06311
116919.26,red,116919.26,116928.95,116919.25,116928.94,116928.94,BTCUSDT,2025-09-19 10:50:37,1.08456
116919.26,red,116919.26,116928.95,116919.25,116928.94,116928.94,BTCUSDT,2025-09-19 10:50:38,1.08586
116919.26,red,116919.26,116928.95,116919.25,116928.94,116928.94,BTCUSDT,2025-09-19 10:50:39,1.1525
116919.25,red,116919.25,116928.95,116919.25,116928.94,116928.94,BTCUSDT,2025-09-19 10:50:40,1.15331
116919.25,red,116919.25,116928.95,116919.25,116928.94,116928.94,BTCUSDT,2025-09-19 10:50:42,1.17376
116919.25,red,116919.25,116928.95,116919.25,116928.94,116928.94,BTCUSDT,2025-09-19 10:50:43,1.17466
116919.25,red,116919.25,116928.95,116919.25,116928.94,116928.94,BTCUSDT,2025-09-19 10:50:44,1.18004
116919.25,red,116919.25,116928.95,116919.25,116928.94,116928.94,BTCUSDT,2025-09-19 10:50:46,1.18004
116919.25,red,116919.25,116928.95,116919.25,116928.94,116928.94,BTCUSDT,2025-09-19 10:50:47,1.21028
116919.25,red,116919.25,116928.95,116919.25,116928.94,116928.94,BTCUSDT,2025-09-19 10:50:48,1.2692
116919.26,red,116919.26,116928.95,116919.25,116928.94,116928.94,BTCUSDT,2025-09-19 10:50:49,1.27027
116919.26,red,116919.26,116928.95,116919.25,116928.94,116928.94,BTCUSDT,2025-09-19 10:50:51,1.27045
116919.26,red,116919.26,116928.95,116919.25,116928.94,116928.94,BTCUSDT,2025-09-19 10:50:52,1.27386
116919.26,red,116919.26,116928.95,116919.25,116928.94,116928.94,BTCUSDT,2025-09-19 10:50:53,1.27429
116919.26,red,116919.26,116928.95,116919.25,116928.94,116928.94,BTCUSDT,2025-09-19 10:50:54,1.27724
116919.25,red,116919.25,116928.95,116919.25,116928.94,116928.94,BTCUSDT,2025-09-19 10:50:56,1.29829
116919.26,red,116919.26,116928.95,116919.25,116928.94,116928.94,BTCUSDT,2025-09-19 10:50:57,1.29878
116919.25,red,116919.25,116928.95,116919.25,116928.94,116928.94,BTCUSDT,2025-09-19 10:50:58,1.30018
116919.26,red,116919.26,116928.95,116919.25,116928.94,116928.94,BTCUSDT,2025-09-19 10:51:00,1.3023
116919.26,red,116919.26,116919.26,116919.26,116919.26,116919.26,BTCUSDT,2025-09-19 10:51:01,0.00017
116919.25,red,116919.25,116919.26,116919.25,116919.26,116919.26,BTCUSDT,2025-09-19 10:51:02,0.0779
116919.25,red,116919.25,116919.26,116919.25,116919.26,116919.26,BTCUSDT,2025-09-19 10:51:04,0.08371
116919.26,red,116919.26,116919.26,116919.25,116919.26,116919.26,BTCUSDT,2025-09-19 10:51:05,0.08659
116919.26,red,116919.26,116919.26,116919.25,116919.26,116919.26,BTCUSDT,2025-09-19 10:51:06,0.08659
116919.26,red,116919.26,116919.26,116919.25,116919.26,116919.26,BTCUSDT,2025-09-19 10:51:08,0.09145
116919.25,red,116919.25,116919.26,116919.25,116919.26,116919.26,BTCUSDT,2025-09-19 10:51:09,0.10215
116919.26,red,116919.26,116919.26,116919.25,116919.26,116919.26,BTCUSDT,2025-09-19 10:51:10,0.11587
116919.26,red,116919.26,116919.26,116919.25,116919.26,116919.26,BTCUSDT,2025-09-19 10:51:12,0.14055
116919.26,red,116919.26,116919.26,116919.25,116919.26,116919.26,BTCUSDT,2025-09-19 10:51:13,0.14055
116919.26,red,116919.26,116919.26,116919.25,116919.26,116919.26,BTCUSDT,2025-09-19 10:51:14,0.14618
116931.91,green,116931.91,116931.91,116919.25,116919.26,116919.26,BTCUSDT,2025-09-19 10:51:16,1.85451
116931.91,green,116931.91,116931.92,116919.25,116919.26,116919.26,BTCUSDT,2025-09-19 10:51:17,1.87331
116931.91,green,116931.91,116931.92,116919.25,116919.26,116919.26,BTCUSDT,2025-09-19 10:51:18,1.87331
116939.99,green,116939.99,116940.0,116919.25,116919.26,116919.26,BTCUSDT,2025-09-19 10:51:19,2.84138
116945.5,green,116945.5,116945.51,116919.25,116919.26,116919.26,BTCUSDT,2025-09-19 10:51:21,2.89211
116945.5,green,116945.5,116945.51,116919.25,116919.26,116919.26,BTCUSDT,2025-09-19 10:51:22,2.91007
116945.5,green,116945.5,116945.51,116919.25,116919.26,116919.26,BTCUSDT,2025-09-19 10:51:23,2.91178
116945.5,green,116945.5,116945.51,116919.25,116919.26,116919.26,BTCUSDT,2025-09-19 10:51:24,2.91804
116945.51,green,116945.51,116945.51,116919.25,116919.26,116919.26,BTCUSDT,2025-09-19 10:51:26,2.91821
116945.51,green,116945.51,116945.51,116919.25,116919.26,116919.26,BTCUSDT,2025-09-19 10:51:27,2.91821
116945.51,green,116945.51,116945.51,116919.25,116919.26,116919.26,BTCUSDT,2025-09-19 10:51:28,2.92095
116945.5,green,116945.5,116945.51,116919.25,116919.26,116919.26,BTCUSDT,2025-09-19 10:51:30,2.92118
116945.51,green,116945.51,116945.51,116919.25,116919.26,116919.26,BTCUSDT,2025-09-19 10:51:31,2.92273
116957.95,green,116957.95,116957.95,116919.25,116919.26,116919.26,BTCUSDT,2025-09-19 10:51:32,3.4748
116961.92,green,116961.92,116961.92,116919.25,116919.26,116919.26,BTCUSDT,2025-09-19 10:51:33,3.96552
116961.92,green,116961.92,116961.93,116919.25,116919.26,116919.26,BTCUSDT,2025-09-19 10:51:35,3.99426
116961.93,green,116961.93,116961.93,116919.25,116919.26,116919.26,BTCUSDT,2025-09-19 10:51:36,3.99449
116961.93,green,116961.93,116961.93,116919.25,116919.26,116919.26,BTCUSDT,2025-09-19 10:51:37,3.99455
116961.92,green,116961.92,116961.93,116919.25,116919.26,116919.26,BTCUSDT,2025-09-19 10:51:39,3.99482
116961.92,green,116961.92,116961.93,116919.25,116919.26,116919.26,BTCUSDT,2025-09-19 10:51:40,4.03628
116961.93,green,116961.93,116961.93,116919.25,116919.26,116919.26,BTCUSDT,2025-09-19 10:51:41,4.06832
116961.93,green,116961.93,116961.93,116919.25,116919.26,116919.26,BTCUSDT,2025-09-19 10:51:42,4.07432
116961.92,green,116961.92,116961.93,116919.25,116919.26,116919.26,BTCUSDT,2025-09-19 10:51:44,4.11595
116961.92,green,116961.92,116961.93,116919.25,116919.26,116919.26,BTCUSDT,2025-09-19 10:51:45,4.11658
116961.92,green,116961.92,116961.93,116919.25,116919.26,116919.26,BTCUSDT,2025-09-19 10:51:46,4.11805
116961.92,green,116961.92,116961.93,116919.25,116919.26,116919.26,BTCUSDT,2025-09-19 10:51:48,4.18073
116961.92,green,116961.92,116961.93,116919.25,116919.26,116919.26,BTCUSDT,2025-09-19 10:51:49,4.20273
116961.93,green,116961.93,116961.93,116919.25,116919.26,116919.26,BTCUSDT,2025-09-19 10:51:50,4.20288
116961.93,green,116961.93,116961.93,116919.25,116919.26,116919.26,BTCUSDT,2025-09-19 10:51:51,4.20288
116961.92,green,116961.92,116961.93,116919.25,116919.26,116919.26,BTCUSDT,2025-09-19 10:51:53,4.22288
116961.92,green,116961.92,116961.93,116919.25,116919.26,116919.26,BTCUSDT,2025-09-19 10:51:54,4.22288
116961.92,green,116961.92,116961.93,116919.25,116919.26,116919.26,BTCUSDT,2025-09-19 10:51:55,4.22744
116961.93,green,116961.93,116961.93,116919.25,116919.26,116919.26,BTCUSDT,2025-09-19 10:51:57,4.24339
116961.92,green,116961.92,116961.93,116919.25,116919.26,116919.26,BTCUSDT,2025-09-19 10:51:58,4.54958
116961.93,green,116961.93,116961.93,116919.25,116919.26,116919.26,BTCUSDT,2025-09-19 10:51:59,4.57573
